paper_id,topic_id,relevance_score
paper_b1c45e068dd3,topic_2ca0190b,0.52
paper_b1c45e068dd3,topic_4cf3e2ba,0.58
paper_b1c45e068dd3,topic_f0d5c4ce,0.5
paper_b1c45e068dd3,topic_f535d8b4,0.96
paper_b1c592d59f09,topic_a8c7ffcf,0.78
paper_b1c592d59f09,topic_cac8669d,0.77
paper_b273c0cfbf6e,topic_c85e7318,0.7
paper_b2c1c1a4622c,topic_48a6bdee,0.8
paper_b302e61a323c,topic_54957382,0.56
paper_b302e61a323c,topic_e137d940,0.56
paper_b345ce684468,topic_d77ec994,0.74
paper_b3719516f613,topic_3ac3c71d,0.91
paper_b3719516f613,topic_5f0c4df8,0.88
paper_b3ae6c1cf736,topic_484e0c8a,0.76
paper_b3ae6c1cf736,topic_4cf3e2ba,0.81
paper_b3c5bdc4d1a0,topic_28dec076,0.54
paper_b3c5bdc4d1a0,topic_2ca0190b,1.0
paper_b3c5bdc4d1a0,topic_94385656,0.71
paper_b3c5bdc4d1a0,topic_a317dd5d,0.8
paper_b41cfc3b9402,topic_00ef787e,0.64
paper_b41cfc3b9402,topic_241cebae,0.62
paper_b41cfc3b9402,topic_907e29e8,0.63
paper_b424720f7161,topic_2dc57aa9,0.53
paper_b424720f7161,topic_ccf01d43,0.81
paper_b424720f7161,topic_d38f3679,0.74
paper_b48b3058dfc7,topic_2f911a8b,0.81
paper_b48b3058dfc7,topic_c85e7318,0.78
paper_b4a10ae9adac,topic_28dec076,0.93
paper_b4a10ae9adac,topic_54957382,0.57
paper_b4a10ae9adac,topic_9927ff33,0.99
paper_b4a10ae9adac,topic_cac8669d,0.61
paper_b4b5ad50ccdd,topic_4bc3b9f4,0.82
paper_b4ed28d5077e,topic_44e7c637,0.73
paper_b4ed28d5077e,topic_95936e2d,0.95
paper_b4ed28d5077e,topic_d5567bae,0.83
paper_b500c54c808e,topic_3978aab7,0.88
paper_b500c54c808e,topic_8e2c7bf4,0.51
paper_b500c54c808e,topic_a8c7ffcf,0.89
paper_b500c54c808e,topic_f4a369f0,0.58
paper_b5cab9ffce63,topic_1a452e72,0.94
paper_b5cab9ffce63,topic_4cf3e2ba,0.55
paper_b5cab9ffce63,topic_8836d735,0.52
paper_b5cab9ffce63,topic_d02a2864,0.57
paper_b6440f97f009,topic_20a19c4e,0.71
paper_b6440f97f009,topic_3978aab7,0.96
paper_b6440f97f009,topic_5017e72e,0.56
paper_b67515ee3eae,topic_31573f57,0.66
paper_b67515ee3eae,topic_3d58f873,0.81
paper_b67515ee3eae,topic_ac4364e1,0.64
paper_b67515ee3eae,topic_e32b7a04,0.86
paper_b69a5f830f37,topic_77db0429,0.74
paper_b69a5f830f37,topic_e017ee06,0.88
paper_b69d439962a2,topic_5f43d0bb,0.63
paper_b69d439962a2,topic_ac4364e1,0.65
paper_b6fb8da3f3fb,topic_4ba5595b,0.87
paper_b6fb8da3f3fb,topic_6c80807c,0.63
paper_b6fb8da3f3fb,topic_e017ee06,0.88
paper_b7b7b6b8d2ce,topic_3299225f,0.69
paper_b7b7b6b8d2ce,topic_77db0429,0.68
paper_b7b7b6b8d2ce,topic_abd890e3,0.9
paper_b7b7b6b8d2ce,topic_cb9b7b56,0.71
paper_b92f44c65e17,topic_477a3915,0.93
paper_b92f44c65e17,topic_4bc3b9f4,0.91
paper_b92f44c65e17,topic_e686e7a6,0.8
paper_b953329aca6f,topic_48a6bdee,0.87
paper_b953329aca6f,topic_6103c4e7,0.61
paper_b953329aca6f,topic_8e2c7bf4,0.97
paper_b953329aca6f,topic_e137d940,0.93
paper_ba5f33d4c7ef,topic_6e24d847,0.94
paper_ba5f33d4c7ef,topic_93954ef3,0.87
paper_baa95d8a8e0b,topic_852b90ee,0.87
paper_baac6303cc0b,topic_48a6bdee,0.5
paper_baac6303cc0b,topic_9b423f5f,0.89
paper_baac6303cc0b,topic_cf5afc56,0.64
paper_bad396f49ebe,topic_1a9d3e45,0.5
paper_bad396f49ebe,topic_93954ef3,0.89
paper_bb1abcf9a0b0,topic_54957382,0.95
paper_bc0e65f8ddd2,topic_502d622d,0.75
paper_bc0e65f8ddd2,topic_c85e7318,0.57
paper_bc0e65f8ddd2,topic_d5567bae,0.53
paper_bc5be6eb85a4,topic_9927ff33,0.72
paper_bc5be6eb85a4,topic_f87ca730,0.58
paper_bcb8b36e779b,topic_135d472a,0.69
paper_bcb8b36e779b,topic_33ef3971,0.94
paper_bcb8b36e779b,topic_e601842b,0.9
paper_bcb8b36e779b,topic_ef5a0181,0.56
paper_bcb9a866762a,topic_502d622d,0.93
paper_bcb9a866762a,topic_b0d0d13c,0.7
paper_bcb9a866762a,topic_b98e8ef0,0.72
paper_bccc5d2b4d78,topic_48a6bdee,0.58
paper_bccc5d2b4d78,topic_4d8d9090,0.7
paper_bccc5d2b4d78,topic_5f0c4df8,0.81
paper_bccc5d2b4d78,topic_e634c73d,0.59
paper_bce15d9a5928,topic_1861fbdc,0.7
paper_bce15d9a5928,topic_44e7c637,0.94
paper_bd083baa5797,topic_455fead9,0.51
paper_bd083baa5797,topic_ced4b441,0.53
paper_bd0c7320018b,topic_157f2298,0.71
paper_bd0c7320018b,topic_5c11910e,0.83
paper_bd0c7320018b,topic_6f59f3e8,0.72
paper_bd0c7320018b,topic_b98e8ef0,0.91
paper_bd511708d3c7,topic_412bf266,0.64
paper_bd511708d3c7,topic_5017e72e,0.51
paper_bd511708d3c7,topic_ac4364e1,0.81
paper_bd511708d3c7,topic_fca57ff2,0.52
paper_bd6b118767a0,topic_477a3915,0.57
paper_bd6b118767a0,topic_75299d12,0.77
paper_bd6b118767a0,topic_852b90ee,0.71
paper_bd6b118767a0,topic_d4f379fb,0.94
paper_bd88af191f04,topic_a6112dc2,0.85
paper_bd88af191f04,topic_d02a2864,0.81
paper_bd88af191f04,topic_e32b7a04,0.85
paper_be93b9fcc792,topic_2e2622ad,0.8
paper_be93b9fcc792,topic_4ba5595b,0.85
paper_be93b9fcc792,topic_502d622d,0.58
paper_be93b9fcc792,topic_b4c90339,0.62
paper_bee224c0ea26,topic_1a9d3e45,0.85
paper_bee224c0ea26,topic_2e2622ad,0.56
paper_bee224c0ea26,topic_986ec23f,0.65
paper_bee224c0ea26,topic_d8e586ea,0.6
paper_bf0cb587916f,topic_22a85afd,0.63
paper_bf0cb587916f,topic_484e0c8a,0.8
paper_bf0cb587916f,topic_89d25bd6,0.88
paper_bf0cb587916f,topic_faa0ffc8,0.77
paper_bf48aa649140,topic_ccf01d43,0.73
paper_bf48aa649140,topic_d4d3baf4,0.92
paper_bf6988e7fcbe,topic_54957382,0.72
paper_bf6988e7fcbe,topic_fca57ff2,0.55
paper_bfc617fb40d9,topic_00ef787e,0.9
paper_bfc617fb40d9,topic_0778bd90,0.54
paper_bfc617fb40d9,topic_4ba5595b,0.7
paper_bfc617fb40d9,topic_a51b4e52,0.74
paper_bfffcfef9fab,topic_95936e2d,0.83
paper_bfffcfef9fab,topic_b65c78aa,0.52
paper_bfffcfef9fab,topic_ef5a0181,0.59
paper_bfffcfef9fab,topic_fb2803b3,0.91
paper_c043924e60eb,topic_0041bfb5,0.7
paper_c0770de12eaf,topic_0778bd90,0.7
paper_c0770de12eaf,topic_abd890e3,0.65
paper_c0934dc8089e,topic_00ef787e,0.83
paper_c0934dc8089e,topic_1b328fca,0.92
paper_c0934dc8089e,topic_ef5a0181,0.65
paper_c0dd5421291f,topic_11e980b2,0.54
paper_c0dd5421291f,topic_1a452e72,0.7
paper_c10d07d52af5,topic_33ef3971,0.74
paper_c10d07d52af5,topic_65d5f1b6,0.98
paper_c10d07d52af5,topic_e7b51f0a,0.55
paper_c10d07d52af5,topic_f87ca730,0.9
paper_c187fc03a1e1,topic_23b1d671,0.74
paper_c187fc03a1e1,topic_74f4f8c4,0.77
paper_c187fc03a1e1,topic_d05723b1,0.96
paper_c187fc03a1e1,topic_f4a369f0,0.65
paper_c19b1ebc758c,topic_ce2d7244,0.52
paper_c1bebe87d03f,topic_73b6372e,0.91
paper_c1bf9456861d,topic_28dec076,0.88
paper_c1bf9456861d,topic_44e7c637,0.74
paper_c1bf9456861d,topic_6d110f72,0.96
paper_c1bf9456861d,topic_ce2d7244,0.94
paper_c2261a36e295,topic_020ba773,0.88
paper_c2261a36e295,topic_3299225f,0.5
paper_c2261a36e295,topic_3cec53b2,0.8
paper_c22eec163288,topic_77db0429,0.66
paper_c246dd227ffc,topic_306dc4a6,0.81
paper_c246dd227ffc,topic_907e29e8,0.62
paper_c246dd227ffc,topic_ac4364e1,0.75
paper_c246dd227ffc,topic_cb9b7b56,0.51
paper_c24f73ccbb83,topic_54957382,0.65
paper_c24f73ccbb83,topic_77db0429,0.84
paper_c24f73ccbb83,topic_7b4fc790,0.53
paper_c24f73ccbb83,topic_f0d5c4ce,1.0
paper_c2ff5345658b,topic_39db9ad8,0.7
paper_c2ff5345658b,topic_54957382,0.83
paper_c2ff5345658b,topic_bf80ee43,0.7
paper_c2ff5345658b,topic_eeab01f1,0.78
paper_c3ffdbc4a4fd,topic_484e0c8a,0.88
paper_c420e662fd28,topic_5f43d0bb,0.71
paper_c420e662fd28,topic_783a3499,0.9
paper_c420e662fd28,topic_7b4fc790,0.9
paper_c420e662fd28,topic_d4f379fb,0.87
paper_c49852c0da33,topic_9865d514,0.87
paper_c52ec2de6ed5,topic_907e29e8,0.9
paper_c52ec2de6ed5,topic_a317dd5d,0.52
paper_c52ec2de6ed5,topic_ae72d7af,0.98
paper_c52ec2de6ed5,topic_e32b7a04,0.73
paper_c54092b26545,topic_1861fbdc,0.69
paper_c54092b26545,topic_1a452e72,0.62
paper_c54092b26545,topic_ced4b441,0.55
paper_c54092b26545,topic_daf3012e,0.94
paper_c6005f889a9f,topic_e66f09ea,0.75
paper_c6005f889a9f,topic_fe2060f7,0.72
paper_c609f5800e88,topic_44d59249,0.57
paper_c67e9a4d0f12,topic_5f0c4df8,0.63
paper_c67e9a4d0f12,topic_a68029e6,0.91
paper_c67e9a4d0f12,topic_d02a2864,0.55
paper_c68ba89617b1,topic_3ac3c71d,0.66
paper_c68ba89617b1,topic_6e24d847,0.87
paper_c68ba89617b1,topic_9d105a3f,0.63
paper_c68ba89617b1,topic_b98e8ef0,0.62
paper_c6a034c5eab4,topic_11e980b2,0.81
paper_c6a034c5eab4,topic_ced4b441,0.95
paper_c6a034c5eab4,topic_daf3012e,0.79
paper_c6d2082a90d4,topic_93954ef3,0.75
paper_c6d2082a90d4,topic_c1cfb10c,0.64
paper_c6e2522e5b81,topic_33ef3971,0.8
paper_c6e2522e5b81,topic_e601842b,0.78
paper_c75d0831868d,topic_241cebae,0.51
paper_c7a25f18229c,topic_4bc3b9f4,0.7
paper_c7a25f18229c,topic_8571d95a,0.94
paper_c7a25f18229c,topic_e601842b,0.64
paper_c7ac54df69ec,topic_11e980b2,0.72
paper_c7ac54df69ec,topic_3299225f,0.87
paper_c7ac54df69ec,topic_4d8d9090,0.76
paper_c7ac54df69ec,topic_e2fb3751,0.69
paper_c7e8a6e2f86a,topic_d8e586ea,0.54
paper_c7e8a6e2f86a,topic_ddeeacd1,0.92
paper_c84c08be41ec,topic_73b6372e,0.98
paper_c84c08be41ec,topic_8e2c7bf4,0.93
paper_c84c08be41ec,topic_ccf01d43,0.81
paper_c84c08be41ec,topic_d224d601,0.58
paper_c85ffe6298d5,topic_e7b51f0a,0.84
paper_c87ec9bd717c,topic_0778bd90,0.94
paper_c87ec9bd717c,topic_2ca0190b,0.91
paper_c87ec9bd717c,topic_38c37719,0.71
paper_c87ec9bd717c,topic_9d105a3f,0.64
paper_c8d003ca8a22,topic_20a19c4e,0.52
paper_c8d003ca8a22,topic_37f5aedf,0.85
paper_c8e29f8c29ea,topic_6103c4e7,0.78
paper_c8e29f8c29ea,topic_abd890e3,0.84
paper_c8e29f8c29ea,topic_e634c73d,1.0
paper_c938d11a8fe6,topic_2f911a8b,0.69
paper_c938d11a8fe6,topic_ddeeacd1,0.76
paper_c944837422f3,topic_8836d735,0.66
paper_c944837422f3,topic_ae20dbf9,0.7
paper_c944837422f3,topic_b0d0d13c,0.86
paper_c9518d2d168f,topic_77db0429,0.59
paper_c9518d2d168f,topic_8836d735,0.6
paper_c95952ef4c5e,topic_0efd8860,0.52
paper_c95952ef4c5e,topic_1a9d3e45,0.66
paper_c95952ef4c5e,topic_31573f57,0.7
paper_c95952ef4c5e,topic_4ba5595b,0.77
paper_c96827ee7ee6,topic_216fef51,0.62
paper_c96827ee7ee6,topic_5f0c4df8,0.75
paper_c96827ee7ee6,topic_a317dd5d,0.8
paper_c96827ee7ee6,topic_ced4b441,0.58
paper_c98fbb7cbc64,topic_65d5f1b6,0.96
paper_c98fbb7cbc64,topic_6d110f72,0.96
paper_c9b26acecab5,topic_5f43d0bb,0.61
paper_c9b26acecab5,topic_c07ef1fd,0.93
paper_c9bc4861cb32,topic_9865d514,0.59
paper_c9fcae5e919f,topic_d4f379fb,0.84
paper_ca6aa0dd0fd5,topic_9865d514,0.94
paper_ca6aa0dd0fd5,topic_eae46aca,0.87
paper_ca8c884dfa7b,topic_01affe6f,0.79
paper_ca8c884dfa7b,topic_1861fbdc,0.79
paper_ca8c884dfa7b,topic_a8c7ffcf,0.7
paper_ca8c884dfa7b,topic_b65c78aa,0.78
paper_cb41f4586771,topic_f343e659,0.82
paper_cb48d196f0d1,topic_31573f57,0.68
paper_cb48d196f0d1,topic_4cf3e2ba,0.83
paper_cb48d196f0d1,topic_b0d0d13c,0.59
paper_cb50addabf7f,topic_54f10851,0.97
paper_cb50addabf7f,topic_d05723b1,0.63
paper_cc13489d68b0,topic_abd890e3,0.74
paper_cc13489d68b0,topic_d4d3baf4,0.92
paper_cc13489d68b0,topic_f0d5c4ce,0.62
paper_cc4c88be2900,topic_852b90ee,0.78
paper_cc5b7a0030ae,topic_33ef3971,0.51
paper_cc5b7a0030ae,topic_8e2c7bf4,0.51
paper_cc5b7a0030ae,topic_e686e7a6,0.55
paper_cc6aceb1175f,topic_5f43d0bb,0.56
paper_cc6aceb1175f,topic_a51b4e52,0.74
paper_cc6aceb1175f,topic_fb0a7014,0.73
paper_cc6aceb1175f,topic_fe2060f7,0.93
paper_cc6fcf88e1be,topic_0200fd0d,0.85
paper_cc6fcf88e1be,topic_2e2622ad,0.58
paper_cc98a5290e26,topic_306dc4a6,0.9
paper_cc98a5290e26,topic_48a6bdee,0.86
paper_cc98a5290e26,topic_5f43d0bb,0.89
paper_cc98a5290e26,topic_d05723b1,0.86
paper_cce92aa2c451,topic_3cec53b2,0.52
paper_cce92aa2c451,topic_44d59249,0.52
paper_cce92aa2c451,topic_6c80807c,0.65
paper_cce92aa2c451,topic_ae72d7af,0.58
paper_ccedd18bf110,topic_df3261fe,0.73
paper_cd9943d8a78f,topic_241cebae,0.55
paper_cd9943d8a78f,topic_38c37719,0.63
paper_cd9943d8a78f,topic_94385656,0.73
paper_cd9943d8a78f,topic_fca57ff2,0.9
paper_cde95e1387c1,topic_00ef787e,0.92
paper_cde95e1387c1,topic_5f0c4df8,1.0
paper_cde95e1387c1,topic_907e29e8,0.86
paper_cde95e1387c1,topic_f343e659,0.6
paper_cdf7b26c2ecf,topic_fb2803b3,0.75
paper_ce1f7e201a4b,topic_9927ff33,0.88
paper_ce1f7e201a4b,topic_d38f3679,0.68
paper_ce1f7e201a4b,topic_d5567bae,0.94
paper_ce34768839a6,topic_5f824f0b,0.99
paper_ce34768839a6,topic_9d105a3f,0.7
paper_ce34768839a6,topic_c85e7318,0.99
paper_ce3b69a97071,topic_44e7c637,0.61
paper_ce3b69a97071,topic_f535d8b4,0.64
paper_ce80906b5526,topic_412bf266,0.93
paper_ce80906b5526,topic_6c80807c,0.77
paper_ce80906b5526,topic_f87ca730,0.55
paper_ce8d0515a215,topic_8571d95a,0.86
paper_ce8d0515a215,topic_c85e7318,0.6
paper_cf321f4b227e,topic_1a452e72,0.79
paper_cf321f4b227e,topic_4596432c,0.84
paper_cf321f4b227e,topic_550c3314,0.92
paper_cf321f4b227e,topic_dff69202,0.91
paper_cfd62d5fb11a,topic_20a19c4e,0.83
paper_cfd62d5fb11a,topic_2e2622ad,0.74
paper_cfd62d5fb11a,topic_8836d735,0.96
paper_cfd62d5fb11a,topic_b0d0d13c,0.61
paper_cfd63d9bcbc2,topic_5017e72e,0.76
paper_cfd63d9bcbc2,topic_c07ef1fd,0.78
paper_cfd63d9bcbc2,topic_e686e7a6,0.7
paper_cfd63d9bcbc2,topic_f535d8b4,0.81
paper_d0c3687639a8,topic_2ca0190b,0.59
paper_d10b11707aa3,topic_135d472a,0.84
paper_d10b11707aa3,topic_33ef3971,0.75
paper_d10b11707aa3,topic_550c3314,0.91
paper_d10b11707aa3,topic_c85e7318,0.89
paper_d114a503eae2,topic_4596432c,0.65
paper_d114a503eae2,topic_6f59f3e8,0.8
paper_d114a503eae2,topic_95936e2d,0.58
paper_d1422ab4c44a,topic_1a452e72,0.68
paper_d1422ab4c44a,topic_216fef51,0.65
paper_d1422ab4c44a,topic_b0d0d13c,1.0
paper_d15a1b64522e,topic_e686e7a6,0.71
paper_d18d9f6e48fa,topic_31573f57,0.87
paper_d18d9f6e48fa,topic_f343e659,0.77
paper_d1bea096ed23,topic_502d622d,0.62
paper_d1bea096ed23,topic_d77ec994,0.82
paper_d1bea096ed23,topic_f535d8b4,0.91
paper_d1bea096ed23,topic_fe2060f7,0.96
paper_d1e94fdc0850,topic_0efd8860,0.84
paper_d1e94fdc0850,topic_73b6372e,0.66
paper_d1e94fdc0850,topic_74ca2122,0.81
paper_d1e94fdc0850,topic_f343e659,0.82
paper_d265416ba0b6,topic_ae20dbf9,0.55
paper_d2801c5fddb3,topic_33ef3971,0.99
paper_d2801c5fddb3,topic_45570000,0.88
paper_d2801c5fddb3,topic_7b4fc790,0.6
paper_d2801c5fddb3,topic_fb0a7014,0.57
paper_d2c88daf9d43,topic_3cec53b2,0.51
paper_d2c88daf9d43,topic_d4f379fb,0.52
paper_d2d967f9b62f,topic_4bc3b9f4,0.97
paper_d44ee7c0da35,topic_31573f57,0.76
paper_d44ee7c0da35,topic_faa0ffc8,0.6
paper_d4587a86400b,topic_a6112dc2,0.68
paper_d4b5ce38d556,topic_38c37719,0.56
paper_d4b5ce38d556,topic_cb9b7b56,0.62
paper_d4b5ce38d556,topic_ce2d7244,0.89
paper_d4e55f9da47e,topic_22a85afd,0.61
paper_d4ec2e3bdb4b,topic_0778bd90,0.64
paper_d518b54593cf,topic_37f5aedf,0.85
paper_d562f2fe046b,topic_0200fd0d,0.79
paper_d562f2fe046b,topic_21482971,0.62
paper_d5b0d65a01d1,topic_22a85afd,0.6
paper_d5b0d65a01d1,topic_d38f3679,0.87
paper_d5dc66851241,topic_37f5aedf,0.67
paper_d5dc66851241,topic_b65c78aa,0.75
paper_d5dc66851241,topic_c85e7318,0.96
paper_d5dc66851241,topic_d05723b1,0.6
paper_d60e10033855,topic_00ef787e,0.8
paper_d60e10033855,topic_e7b51f0a,0.97
paper_d66e65b59a78,topic_6f59f3e8,1.0
paper_d66e65b59a78,topic_e32b7a04,0.63
paper_d66f871f3c93,topic_216fef51,0.85
paper_d66f871f3c93,topic_a8c7ffcf,0.58
paper_d66f871f3c93,topic_eae46aca,0.7
paper_d681e22545bf,topic_4cf3e2ba,0.96
paper_d681e22545bf,topic_8e2c7bf4,0.68
paper_d681e22545bf,topic_a68029e6,0.71
paper_d6e7935485d6,topic_11e980b2,1.0
paper_d6e7935485d6,topic_8d1a0354,0.69
paper_d6e7935485d6,topic_9b423f5f,0.89
paper_d6e7935485d6,topic_c07ef1fd,0.58
paper_d6fca931ac39,topic_39db9ad8,0.66
paper_d6fca931ac39,topic_ae20dbf9,0.59
paper_d70219b1e488,topic_157f2298,0.59
paper_d70219b1e488,topic_484e0c8a,0.64
paper_d70219b1e488,topic_5ac6eec4,0.61
paper_d70219b1e488,topic_e137d940,0.98
paper_d72570e88b8b,topic_4bc3b9f4,0.87
paper_d72570e88b8b,topic_6c80807c,0.57
paper_d72570e88b8b,topic_6f59f3e8,0.81
paper_d72570e88b8b,topic_a77d204c,0.51
paper_d727e08a6b32,topic_1a9d3e45,0.91
paper_d727e08a6b32,topic_2f911a8b,0.5
paper_d727e08a6b32,topic_502d622d,0.63
paper_d727e08a6b32,topic_8d1a0354,0.85
paper_d731669f174d,topic_b98e8ef0,0.7
paper_d731669f174d,topic_d0460b01,0.78
paper_d731669f174d,topic_d224d601,0.55
paper_d75a7a2d3752,topic_37f5aedf,0.56
paper_d75a7a2d3752,topic_48a6bdee,0.77
paper_d75a7a2d3752,topic_a6bd0db2,0.72
paper_d75a7a2d3752,topic_c85e7318,0.53
paper_d77e9a097d5b,topic_a6bd0db2,0.98
paper_d7951118457c,topic_5f43d0bb,1.0
paper_d7b11d88581e,topic_135d472a,0.88
paper_d7b11d88581e,topic_5c11910e,0.99
paper_d7b11d88581e,topic_d224d601,0.67
paper_d7b11d88581e,topic_eeab01f1,0.95
paper_d7f190e74288,topic_0778bd90,0.68
paper_d7f190e74288,topic_31573f57,0.69
paper_d7f190e74288,topic_8e2c7bf4,0.59
paper_d7f190e74288,topic_a6112dc2,0.53
paper_d7f6cbc570dd,topic_0041bfb5,0.68
paper_d7f6cbc570dd,topic_b4c90339,0.92
paper_d7f6cbc570dd,topic_e7b51f0a,0.86
paper_d84946386ac6,topic_21482971,0.88
paper_d84946386ac6,topic_b0d0d13c,0.82
paper_d84946386ac6,topic_f535d8b4,0.96
paper_d84946386ac6,topic_fb0a7014,0.81
paper_d85b0590f5e3,topic_3978aab7,0.87
paper_d85fc5bb9fe6,topic_241cebae,0.91
paper_d85fc5bb9fe6,topic_d38f3679,0.91
paper_d85fc5bb9fe6,topic_fca57ff2,0.92
paper_d88b80114d82,topic_2f911a8b,0.51
paper_d88b80114d82,topic_37f5aedf,0.8
paper_d88b80114d82,topic_d38f3679,0.89
paper_d8caddb52da6,topic_2f911a8b,0.88
paper_d8caddb52da6,topic_f87ca730,0.82
paper_d918d38dc118,topic_550c3314,0.73
paper_d918d38dc118,topic_a51b4e52,0.51
paper_d93ea8de66e2,topic_6103c4e7,0.84
paper_d93ea8de66e2,topic_74f4f8c4,0.81
paper_d93ea8de66e2,topic_95936e2d,0.9
paper_d974eba8865e,topic_484e0c8a,0.5
paper_d9f04b9e431d,topic_4bc3b9f4,0.8
paper_d9f04b9e431d,topic_8571d95a,0.53
paper_d9f04b9e431d,topic_fb2803b3,0.84
paper_d9f316b18774,topic_1a9d3e45,0.68
paper_d9f316b18774,topic_31573f57,0.69
paper_da1fef51ac5c,topic_1861fbdc,0.86
paper_da1fef51ac5c,topic_7b4fc790,0.7
paper_da1fef51ac5c,topic_9b423f5f,0.75
paper_da1fef51ac5c,topic_c85e7318,0.98
paper_da200d57bbd4,topic_a77d204c,0.99
paper_da200d57bbd4,topic_b98e8ef0,0.85
paper_da6040ffc3a4,topic_0efd8860,0.67
paper_da6040ffc3a4,topic_5ac6eec4,0.77
paper_dab599d24859,topic_241cebae,0.77
paper_dab599d24859,topic_477a3915,0.83
paper_dab599d24859,topic_d02a2864,0.85
paper_dab599d24859,topic_e137d940,0.8
paper_db8dc8abf45d,topic_20a19c4e,0.75
paper_db8dc8abf45d,topic_241cebae,0.97
paper_db8dc8abf45d,topic_45570000,0.56
paper_db8dc8abf45d,topic_5f43d0bb,0.71
paper_dbaac32fe497,topic_2dc57aa9,0.63
paper_dbaac32fe497,topic_e601842b,0.9
paper_dbaac32fe497,topic_f87ca730,0.7
paper_dbde76cab8b6,topic_ef5a0181,0.75
paper_dbf05fcdecf1,topic_6d110f72,0.99
paper_dbf05fcdecf1,topic_e66f09ea,0.52
paper_dca15e0178c0,topic_fca57ff2,0.5
paper_dd09e87819e9,topic_74ca2122,0.98
paper_dd09e87819e9,topic_d77ec994,0.78
paper_dd09e87819e9,topic_e601842b,0.85
paper_dd0ab9267c7c,topic_0778bd90,0.59
paper_dd0ab9267c7c,topic_38c37719,0.99
paper_dd0ab9267c7c,topic_6103c4e7,0.98
paper_dd38c40b2411,topic_cb9b7b56,0.81
paper_dd38c40b2411,topic_df3261fe,0.55
paper_dd684bb6e16f,topic_907e29e8,0.52
paper_dd684bb6e16f,topic_fb0a7014,0.84
paper_dda752114864,topic_3299225f,0.89
paper_dda752114864,topic_48a6bdee,1.0
paper_dda752114864,topic_cb9b7b56,0.87
paper_dddfe3e6c075,topic_216fef51,0.83
paper_dddfe3e6c075,topic_8772e298,0.92
paper_dddfe3e6c075,topic_943aada5,0.64
paper_dddfe3e6c075,topic_d4f379fb,0.83
paper_de5fc98d1474,topic_5ac6eec4,0.73
paper_de6c9c2084f0,topic_01affe6f,0.79
paper_de6c9c2084f0,topic_20a19c4e,0.96
paper_de6c9c2084f0,topic_502d622d,0.61
paper_de6c9c2084f0,topic_73b6372e,0.97
paper_de96a9966b82,topic_241cebae,0.88
paper_de96a9966b82,topic_6d110f72,0.91
paper_de96a9966b82,topic_8e2c7bf4,0.67
paper_de96a9966b82,topic_a68029e6,0.72
paper_de9b8d33d787,topic_54f10851,0.77
paper_df878c07ed10,topic_157f2298,0.56
paper_df878c07ed10,topic_39db9ad8,0.64
paper_df878c07ed10,topic_fe2060f7,0.73
paper_dfbcf82859e3,topic_ef5a0181,0.83
paper_dfbcf82859e3,topic_fca57ff2,0.67
paper_dfc0a9fb341e,topic_943aada5,0.86
paper_dfc0a9fb341e,topic_9d105a3f,0.54
paper_dfc60c53d9ac,topic_75299d12,0.94
paper_dfc60c53d9ac,topic_fb0a7014,0.86
paper_e0a0aa738ef4,topic_31573f57,0.82
paper_e0a0aa738ef4,topic_b4c90339,0.81
paper_e0a0aa738ef4,topic_c85e7318,0.62
paper_e0a0aa738ef4,topic_d4d3baf4,0.55
paper_e0c9f8d875c3,topic_3299225f,0.99
paper_e0c9f8d875c3,topic_b4c90339,0.56
paper_e0c9f8d875c3,topic_cf5afc56,0.87
paper_e1375ca1a3d6,topic_5017e72e,0.91
paper_e1375ca1a3d6,topic_fb0a7014,0.57
paper_e141017c81a9,topic_cf5afc56,0.83
paper_e188d1dff9ae,topic_1b328fca,0.94
paper_e1a4071f7583,topic_48a6bdee,0.78
paper_e1a4071f7583,topic_ae20dbf9,0.62
paper_e1a4071f7583,topic_ccf01d43,0.8
paper_e208cbd46e6d,topic_3cec53b2,0.71
paper_e208cbd46e6d,topic_3d58f873,0.69
paper_e208cbd46e6d,topic_9d105a3f,0.9
paper_e208cbd46e6d,topic_f4a369f0,0.75
paper_e23a3c558726,topic_45570000,0.87
paper_e247ba791275,topic_00ef787e,0.65
paper_e247ba791275,topic_2e2622ad,0.54
paper_e247ba791275,topic_a8c7ffcf,0.78
paper_e2781ea3b003,topic_0200fd0d,0.9
paper_e2781ea3b003,topic_4ba5595b,0.83
paper_e2781ea3b003,topic_986ec23f,0.51
paper_e28c1e637eaf,topic_ce2d7244,0.78
paper_e28c1e637eaf,topic_d4d3baf4,0.82
paper_e28c1e637eaf,topic_e137d940,0.64
paper_e28c1e637eaf,topic_eae46aca,0.91
paper_e2cc7ff7e015,topic_a8c7ffcf,0.92
paper_e3553b086696,topic_3cec53b2,0.94
paper_e3553b086696,topic_74ca2122,0.92
paper_e3553b086696,topic_d0460b01,0.94
paper_e3ab74045bf1,topic_37f5aedf,0.55
paper_e3ab74045bf1,topic_3ac3c71d,0.66
paper_e3ab74045bf1,topic_8571d95a,0.96
paper_e3c859b82392,topic_2dc57aa9,0.55
paper_e3e21266e325,topic_135d472a,0.89
paper_e3e21266e325,topic_8e2c7bf4,0.79
paper_e3e21266e325,topic_abd890e3,0.82
paper_e3e21266e325,topic_c85e7318,1.0
paper_e427649d2c3e,topic_6103c4e7,0.5
paper_e445491d298d,topic_23b1d671,0.51
